time,pos1,vel1,ace1,pos2,vel2,ace2,pos3,vel3,ace3,pos4,vel4,ace4,pos5,vel5,ace5,pos6,vel6,ace6
0.112,1.83628,0.00490247,0.0456003
0.12,1.83632,0.00526831,0.0458614
0.128,1.83636,0.00563625,0.0461226
0.136,1.83641,0.00600628,0.0463838
0.144,1.83646,0.00637839,0.046645
0.152,1.83651,0.00674759,0.045559
0.16,1.83657,0.00710731,0.0443704
0.168,1.83662,0.00745751,0.0431817
0.176,1.83669,0.00779821,0.041993
0.184,1.83675,0.0081294,0.0408044
0.192,1.83682,0.00845108,0.0396157
0.2,1.83688,0.00876325,0.0384271
0.208,1.83696,0.00906884,0.0385797
0.216,1.83703,0.00938258,0.0398568
0.224,1.83711,0.00970654,0.0411339
0.232,1.83718,0.0100407,0.042411
0.24,1.83727,0.0103851,0.0436881
0.248,1.83735,0.0107397,0.0449653
0.256,1.83744,0.0110889,0.041131
0.264,1.83753,0.0113963,0.0357214
0.272,1.83762,0.0116605,0.0303118
0.28,1.83771,0.0118813,0.0249021
0.288,1.83781,0.0120589,0.0194925
0.296,1.83791,0.0121683,0.00665794
0.304,1.83801,0.0121645,-0.00759786
0.312,1.8381,0.0120467,-0.0218537
0.32,1.8382,0.0118149,-0.0361095
0.328,1.83829,0.0114696,-0.0488471
0.336,1.83838,0.0110789,-0.0488419
0.344,1.83847,0.0106881,-0.0488368
0.352,1.83855,0.0102975,-0.0488316
0.36,1.83863,0.00990684,-0.0488264
0.368,1.83871,0.00951625,-0.0488212
0.376,1.83878,0.00913546,-0.045154
0.384,1.83886,0.00879624,-0.0396514
0.392,1.83893,0.00850104,-0.0341487
0.4,1.83899,0.00824986,-0.0286461
0.408,1.83906,0.0080427,-0.0231434
0.416,1.83912,0.00787956,-0.0176407
0.424,1.83918,0.00776045,-0.0121381
0.432,1.83925,0.00765649,-0.0146584
0.44,1.83931,0.00752555,-0.0180758
0.448,1.83937,0.00736728,-0.0214931
0.456,1.83942,0.00718166,-0.0249105
0.464,1.83948,0.00696871,-0.0283279
0.472,1.83954,0.00672841,-0.0317453
0.48,1.83959,0.00646078,-0.0351626
0.488,1.83964,0.00616581,-0.03858
0.496,1.83969,0.00585287,-0.0393276
0.504,1.83973,0.00553675,-0.0397027
0.512,1.83978,0.00521763,-0.0400778
0.52,1.83982,0.00489551,-0.0404528
0.528,1.83985,0.00457039,-0.0408279
0.536,1.83989,0.00424226,-0.041203
0.544,1.83992,0.00391114,-0.041578
0.552,1.83995,0.00357701,-0.0419531
0.56,1.83998,0.00323989,-0.0423282
0.568,1.84,0.00289976,-0.0427032
0.576,1.84003,0.00255664,-0.0430783
0.584,1.84004,0.00221051,-0.0434534
0.592,1.84006,0.00186138,-0.0438284
0.6,1.84007,0.00150925,-0.0442035
0.608,1.84009,0.00115413,-0.0445786
0.616,1.84009,0.000795998,-0.0449536
0.624,1.8401,0.000434868,-0.0453287
0.632,1.8401,7.07385e-05,-0.0457038
0.64,1.8401,-0.000296392,-0.0460788
 , , , 
0.008,-0.851437,-0.00446722,-0.560136
0.016,-0.851491,-0.00896218,-0.563602
0.024,-0.851581,-0.0134849,-0.567069
0.032,-0.851707,-0.0180353,-0.570535
0.04,-0.851869,-0.0226134,-0.574001
0.048,-0.852069,-0.0272193,-0.577467
0.056,-0.852305,-0.0318529,-0.580934
0.064,-0.852578,-0.0365142,-0.5844
0.072,-0.852889,-0.0412033,-0.587866
0.08,-0.853238,-0.0459201,-0.591333
0.088,-0.853624,-0.0506646,-0.594799
0.096,-0.854048,-0.0554369,-0.598265
0.104,-0.854511,-0.0602369,-0.601731
0.112,-0.855012,-0.0650646,-0.605198
0.12,-0.855552,-0.06992,-0.608664
0.128,-0.856131,-0.0748032,-0.61213
0.136,-0.856749,-0.0797141,-0.615596
0.144,-0.857406,-0.0846527,-0.619063
0.152,-0.858103,-0.0895527,-0.60465
0.16,-0.858839,-0.0943268,-0.588875
0.168,-0.859612,-0.0989747,-0.573099
0.176,-0.860422,-0.103496,-0.557323
0.184,-0.861268,-0.107892,-0.541548
0.192,-0.862148,-0.112161,-0.525772
0.2,-0.863062,-0.116304,-0.509996
0.208,-0.864009,-0.12036,-0.512022
0.216,-0.864988,-0.124524,-0.528971
0.224,-0.866001,-0.128823,-0.545921
0.232,-0.86705,-0.133258,-0.562871
0.24,-0.868134,-0.137829,-0.57982
0.248,-0.869255,-0.142536,-0.59677
0.256,-0.870414,-0.14717,-0.545883
0.264,-0.871609,-0.15125,-0.474087
0.272,-0.872833,-0.154756,-0.402292
0.28,-0.874083,-0.157687,-0.330496
0.288,-0.875354,-0.160043,-0.258701
0.296,-0.876641,-0.161495,-0.0883629
0.304,-0.877934,-0.161445,0.100837
0.312,-0.879221,-0.159882,0.290037
0.32,-0.880488,-0.156805,0.479238
0.328,-0.881725,-0.152222,0.648289
0.336,-0.882922,-0.147036,0.648221
0.344,-0.884078,-0.141851,0.648152
0.352,-0.885192,-0.136666,0.648083
0.36,-0.886265,-0.131482,0.648014
0.368,-0.887296,-0.126298,0.647945
0.376,-0.888286,-0.121244,0.599275
0.384,-0.889237,-0.116742,0.526245
0.392,-0.890155,-0.112824,0.453215
0.4,-0.891044,-0.10949,0.380185
0.408,-0.891908,-0.106741,0.307155
0.416,-0.892753,-0.104576,0.234124
0.424,-0.893583,-0.102995,0.161094
0.432,-0.894402,-0.101615,0.194543
0.44,-0.895208,-0.0998776,0.239898
0.448,-0.895999,-0.097777,0.285253
0.456,-0.896772,-0.0953136,0.330607
0.464,-0.897523,-0.0924873,0.375962
0.472,-0.89825,-0.0892982,0.421317
0.48,-0.898951,-0.0857462,0.466671
0.488,-0.899621,-0.0818314,0.512026
0.496,-0.900259,-0.0776782,0.521949
0.504,-0.900864,-0.0734827,0.526926
0.512,-0.901435,-0.0692474,0.531904
0.52,-0.901972,-0.0649722,0.536882
0.528,-0.902475,-0.0606573,0.54186
0.536,-0.902942,-0.0563025,0.546838
0.544,-0.903375,-0.0519078,0.551815
0.552,-0.903773,-0.0474734,0.556793
0.56,-0.904135,-0.0429992,0.561771
0.568,-0.904461,-0.0384851,0.566749
0.576,-0.90475,-0.0339312,0.571727
0.584,-0.905004,-0.0293374,0.576705
0.592,-0.90522,-0.0247039,0.581682
0.6,-0.905399,-0.0200305,0.58666
0.608,-0.90554,-0.0153173,0.591638
0.616,-0.905644,-0.0105643,0.596616
0.624,-0.905709,-0.00577149,0.601594
0.632,-0.905736,-0.000938828,0.606571
0.64,-0.905724,0.00393365,0.611549
 , , , 
